HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Guimaraes,Maritimo,H,1.72,3.6,5.0,2.2,1.65,1,0,6,9,7,7,1.2,2.6,1.0,1.2
Santa Clara,Belenenses,H,2.1,3.1,3.75,2.4,1.53,2,0,3,10,0,4,0.2,1.4,1.4,0.4
Porto,Rio Ave,H,1.3,5.25,9.0,1.7,2.1,2,0,13,5,1,8,2.6,2.4,1.4,0.4
Moreirense,Sp Braga,A,5.5,4.0,1.5,1.8,2.0,0,4,6,6,8,9,1.2,0.8,3.0,1.2
Sp Lisbon,Benfica,H,2.6,3.3,2.62,2.0,1.8,1,0,10,2,6,6,2.6,2.6,2.0,1.6
Gil Vicente,Pacos Ferreira,A,3.0,3.0,2.5,2.6,1.47,1,2,3,5,8,3,0.8,0.8,2.6,2.0
Farense,Santa Clara,D,2.7,2.9,2.87,2.35,1.57,1,1,9,5,6,6,2.0,0.2,0.8,1.4
Belenenses,Porto,D,8.5,4.6,1.36,1.8,2.0,0,0,5,5,11,6,1.4,0.4,2.6,2.4
Sp Braga,Portimonense,H,1.4,4.6,7.0,1.75,2.05,2,1,8,1,4,11,3.0,1.2,2.0,0.2
Famalicao,Moreirense,A,2.05,3.1,4.0,2.05,1.75,0,2,5,9,2,7,0.8,0.8,1.2,0.8
Rio Ave,Nacional,D,1.83,3.1,5.0,2.4,1.53,0,0,7,5,2,7,1.4,0.2,1.2,0.4
Benfica,Guimaraes,D,1.44,4.5,6.5,1.72,2.07,0,0,9,6,11,3,2.0,1.6,1.8,2.6
Maritimo,Sp Lisbon,A,7.5,4.0,1.45,1.85,1.95,0,2,2,5,12,3,1.0,1.2,2.6,2.6
Boavista,Gil Vicente,A,2.25,2.8,3.75,2.4,1.53,1,2,5,7,4,7,1.0,1.2,0.8,0.8
Pacos Ferreira,Tondela,H,1.7,3.6,5.0,2.0,1.8,2,1,10,3,3,14,2.6,2.0,2.0,0.0
Sp Braga,Porto,D,3.0,3.4,2.3,1.8,2.0,2,2,9,2,9,3,3.0,1.2,2.6,2.6
Farense,Moreirense,A,2.37,3.2,3.1,2.3,1.6,1,2,7,5,4,5,1.6,0.2,1.2,1.4
Benfica,Famalicao,H,1.22,6.5,11.0,1.53,2.4,2,0,7,3,3,6,2.2,1.6,0.2,0.8
Maritimo,Santa Clara,A,2.55,3.1,2.9,2.35,1.57,1,2,2,7,7,5,0.8,1.2,0.8,1.6
Belenenses,Guimaraes,D,3.2,3.2,2.25,2.25,1.61,1,1,5,5,9,2,1.4,0.4,1.8,2.2
Pacos Ferreira,Portimonense,D,2.05,3.2,3.8,2.35,1.57,0,0,9,2,4,10,2.6,2.0,2.0,0.2
Rio Ave,Tondela,H,1.8,3.6,4.33,2.2,1.65,2,1,5,5,4,12,1.0,0.2,2.0,0.0
Boavista,Nacional,A,2.25,3.2,3.25,2.3,1.6,0,1,3,9,2,7,0.4,1.2,1.2,0.4
Gil Vicente,Sp Lisbon,A,6.5,3.8,1.55,2.1,1.7,1,2,3,5,10,3,0.8,1.4,2.6,2.6
Famalicao,Belenenses,D,2.45,3.0,3.1,2.6,1.47,0,0,3,10,0,4,0.2,0.8,1.0,0.4
Nacional,Farense,A,2.5,3.2,2.87,2.25,1.61,2,3,5,7,1,7,1.2,1.0,1.0,0.2
Guimaraes,Rio Ave,A,2.15,3.4,3.25,2.25,1.61,1,3,7,8,1,10,1.8,1.8,1.4,0.2
Porto,Boavista,D,1.22,6.0,13.0,1.7,2.1,2,2,12,4,4,5,2.6,2.2,0.2,1.2
Portimonense,Gil Vicente,H,2.45,3.1,3.0,2.5,1.5,4,1,5,2,5,6,2.0,0.4,0.2,1.4
Santa Clara,Sp Braga,A,4.5,3.6,1.75,2.0,1.8,0,1,4,8,9,7,0.8,1.6,2.6,1.2
Moreirense,Benfica,D,8.0,5.0,1.33,1.7,2.1,1,1,6,9,6,4,1.2,2.0,2.2,1.6
Sp Lisbon,Pacos Ferreira,H,1.44,4.5,6.5,1.95,1.85,2,0,7,2,9,4,2.6,3.0,2.2,2.0
Tondela,Maritimo,H,2.5,3.1,2.9,2.2,1.65,2,1,6,3,6,6,2.0,0.0,0.8,1.2
Guimaraes,Farense,D,1.9,3.25,4.2,2.07,1.72,2,2,8,7,3,8,1.8,1.8,1.0,0.6
Boavista,Moreirense,H,2.2,3.0,3.6,2.4,1.53,1,0,3,10,5,4,0.2,1.2,1.2,2.0
Belenenses,Nacional,H,2.15,3.1,3.6,2.5,1.5,2,1,4,5,3,6,1.0,0.4,1.2,1.0
Gil Vicente,Santa Clara,H,2.45,3.2,2.9,2.5,1.5,1,0,2,7,6,5,0.2,1.2,0.8,1.6
Sp Lisbon,Portimonense,H,1.4,4.5,7.5,1.95,1.85,2,0,7,1,4,9,2.6,3.0,2.0,0.4
Pacos Ferreira,Guimaraes,H,2.45,3.1,3.0,2.4,1.53,2,1,7,2,8,3,2.2,2.0,1.4,1.8
Rio Ave,Famalicao,A,1.95,3.3,4.0,2.25,1.61,0,1,7,6,3,6,1.4,0.8,0.2,0.8
Sp Braga,Tondela,H,1.33,5.0,8.5,1.7,2.1,4,2,10,4,2,10,2.6,1.8,2.6,0.0
Farense,Benfica,D,6.5,4.5,1.44,1.66,2.15,0,0,6,6,5,4,1.0,0.8,2.2,1.2
Maritimo,Porto,A,9.0,5.25,1.3,1.6,2.3,1,2,2,7,10,5,0.8,1.2,2.2,2.2
Guimaraes,Boavista,H,2.0,3.4,3.75,2.25,1.61,2,1,9,9,6,7,1.4,1.2,0.8,1.2
Famalicao,Farense,D,2.3,3.2,3.1,2.1,1.7,0,0,1,8,5,9,0.2,1.2,1.0,0.8
