HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Leverkusen,FC Koln,H,1.61,3.9,5.5,1.72,2.1,3,0,11,9,4,11,1.4,1.0,1.0,0.6
Dortmund,Werder Bremen,H,1.36,5.25,7.0,1.53,2.5,4,1,11,5,7,7,2.0,1.4,0.8,1.4
FC Koln,RB Leipzig,H,8.0,4.75,1.4,1.72,2.1,2,1,8,8,14,1,1.0,0.0,1.6,3.0
Bayern Munich,Leverkusen,H,1.4,5.0,7.0,1.36,3.2,2,0,17,7,2,5,2.2,2.4,1.4,1.0
Bielefeld,Schalke 04,H,1.72,3.6,5.25,2.0,1.8,1,0,1,6,2,16,0.8,1.2,0.8,0.2
Ein Frankfurt,Augsburg,H,1.44,4.75,7.0,1.5,2.62,2,0,14,7,3,7,2.6,1.4,1.6,0.6
Dortmund,Union Berlin,H,1.5,4.33,6.5,1.61,2.3,2,0,12,5,4,7,2.0,1.4,1.8,1.0
Hoffenheim,M'gladbach,H,3.1,3.75,2.15,1.57,2.37,3,2,8,6,8,8,1.4,0.6,1.2,1.0
Stuttgart,Wolfsburg,A,3.4,3.8,2.0,1.66,2.2,1,3,11,5,11,7,2.0,0.8,2.0,1.8
Werder Bremen,Mainz,A,3.1,3.25,2.37,2.0,1.8,0,1,5,10,9,6,0.8,0.8,2.0,2.2
Augsburg,FC Koln,A,2.87,3.3,2.45,2.1,1.72,2,3,6,5,2,13,1.6,0.6,1.0,0.0
Freiburg,Hoffenheim,D,2.7,3.5,2.45,1.72,2.1,1,1,8,5,4,7,1.8,0.8,2.0,0.6
Mainz,Bayern Munich,H,9.0,5.5,1.3,1.36,3.2,2,1,6,4,9,5,2.0,2.6,2.6,2.4
Union Berlin,Werder Bremen,H,1.85,3.4,4.5,2.1,1.72,3,1,6,4,4,10,1.8,1.0,0.6,0.8
Wolfsburg,Dortmund,A,3.0,3.75,2.15,1.53,2.5,0,2,10,3,12,10,2.0,1.8,2.4,1.4
Leverkusen,Ein Frankfurt,H,2.15,3.9,2.87,1.44,2.75,3,1,9,7,7,9,1.4,1.0,2.6,1.4
RB Leipzig,Stuttgart,H,1.36,5.5,7.0,1.44,2.75,2,0,6,5,5,12,1.6,2.4,1.8,0.8
M'gladbach,Bielefeld,H,1.6,4.2,5.25,1.72,2.1,5,0,8,6,6,8,1.2,0.8,1.4,1.2
Mainz,Hertha,D,2.45,3.25,2.9,1.9,1.9,1,1,5,3,3,9,2.0,2.6,1.4,0.4
